id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1323023438664126467,1323023438664126467,2020-11-01 23:05:43 Romance Standard Time,2020-11-01,23:05:43,+0200,821537467752939520,fishingmadeezy,Fishingmadeezy,,"Perfect day!#womenfishtoo #redfish #permit #whitetrout #orangebeachalabama #pennreels #uglystickrods #jline #fishing #fishingmadeezy @ Orange Beach, Alabama  https://t.co/DF25xO6I7j",en,[],['https://www.instagram.com/p/CHEHQ_xFZSd/?igshid=1xfjbfi8ockcq'],[],0,0,0,"['womenfishtoo', 'redfish', 'permit', 'whitetrout', 'orangebeachalabama', 'pennreels', 'uglystickrods', 'jline', 'fishing', 'fishingmadeezy']",[],https://twitter.com/fishingmadeezy/status/1323023438664126467,False,,0,,,,,,,,[],,,,
1294019466641063936,1294019466641063936,2020-08-13 23:14:17 Romance Daylight Time,2020-08-13,23:14:17,+0200,833428596693819392,bayviewcharters,BayViewChartersSGI,"{'type': 'Point', 'coordinates': [29.65454458, -84.88146141]}",Family Adventure #family #vacation #whitetrout #dolphins #shelling #fishing #captainwesmccall #stgeorgeisland @ St. George Island  https://t.co/d7QdgnU1nA,en,[],['https://www.instagram.com/p/CD2ByRvlsV7/?igshid=98wxp307xbfl'],[],0,0,0,"['family', 'vacation', 'whitetrout', 'dolphins', 'shelling', 'fishing', 'captainwesmccall', 'stgeorgeisland']",[],https://twitter.com/bayviewcharters/status/1294019466641063936,False,,0,,,,,,,,[],,,,
1294018600257257472,1294018600257257472,2020-08-13 23:10:50 Romance Daylight Time,2020-08-13,23:10:50,+0200,833428596693819392,bayviewcharters,BayViewChartersSGI,"{'type': 'Point', 'coordinates': [29.65454458, -84.88146141]}",Family Fun Fishing! #whitetrout #stgeorgeisland #apalachicolabay #fishing #captainwesmccall  #vacation @ St. George Island  https://t.co/e1IiD5KzGS,en,[],['https://www.instagram.com/p/CD2BY_llxnD/?igshid=1hmvf8hlxwg66'],[],0,0,0,"['whitetrout', 'stgeorgeisland', 'apalachicolabay', 'fishing', 'captainwesmccall', 'vacation']",[],https://twitter.com/bayviewcharters/status/1294018600257257472,False,,0,,,,,,,,[],,,,
1283359755969466368,1283359755969466368,2020-07-15 13:16:24 Romance Daylight Time,2020-07-15,13:16:24,+0200,2707962309,mccoy007_coy,Martin Mc coy;,,#killdevilspider #seatrout #slaney #whitetrout #wildatlanticway  https://t.co/6zhXEhTKSl,und,[],[],['https://pbs.twimg.com/media/Ec9o2nHXYAA1Cf_.jpg'],0,0,15,"['killdevilspider', 'seatrout', 'slaney', 'whitetrout', 'wildatlanticway']",[],https://twitter.com/mccoy007_coy/status/1283359755969466368,False,,1,https://pbs.twimg.com/media/Ec9o2nHXYAA1Cf_.jpg,,,,,,,[],,,,
1281360150092185601,1281360150092185601,2020-07-10 00:50:40 Romance Daylight Time,2020-07-10,00:50:40,+0200,702042906,dwyernicoled,Nicole Garrison,,"Deep Sea Fishing 🎣 #fishing #gulf #ocean #deepseafishing #whitetrout #pensacola @ Pensacola, Florida  https://t.co/6jiRcqeNBo",en,[],['https://www.instagram.com/p/CCcE_sMHDge/?igshid=1ax63x5vmvyk2'],[],0,0,1,"['fishing', 'gulf', 'ocean', 'deepseafishing', 'whitetrout', 'pensacola']",[],https://twitter.com/DwyerNicoleD/status/1281360150092185601,False,,0,,,,,,,,[],,,,
1281358598677897219,1281358598677897219,2020-07-10 00:44:31 Romance Daylight Time,2020-07-10,00:44:31,+0200,702042906,dwyernicoled,Nicole Garrison,,"Deep Sea Fishing 🎣#gulf #fishing #ocean #deepseafishing #whitetrout @ Gulf Breeze, Florida  https://t.co/5L1lC05RRl",en,[],['https://www.instagram.com/p/CCcESiwHs2o/?igshid=7subdff2ng3f'],[],0,0,1,"['gulf', 'fishing', 'ocean', 'deepseafishing', 'whitetrout']",[],https://twitter.com/DwyerNicoleD/status/1281358598677897219,False,,0,,,,,,,,[],,,,
1125581572860776449,1125581572860776449,2019-05-07 04:02:13 Romance Daylight Time,2019-05-07,04:02:13,+0200,1105275397057511424,isitworth10,Is It Worth $10?,,Is it worth $10 #isitworthtendollars #philadelphia #skyscraper #wearyourraincoat #notworthit #whitetrout  https://t.co/HT4MCLLkh1,en,[],[],['https://pbs.twimg.com/media/D57ed-pWwAM3LYD.jpg'],0,0,1,"['isitworthtendollars', 'philadelphia', 'skyscraper', 'wearyourraincoat', 'notworthit', 'whitetrout']",[],https://twitter.com/IsItWorth10/status/1125581572860776449,False,,1,https://pbs.twimg.com/media/D57ed-pWwAM3LYD.jpg,,,,,,,[],,,,
1052600231924248577,1052600231924248577,2018-10-17 18:40:26 Romance Daylight Time,2018-10-17,18:40:26,+0200,2293536408,mike_valin,Maria’sFreshSeafoodMarket,"{'type': 'Point', 'coordinates': [30.42248038, -87.20939557]}",Today’s fresh catch ; #Redfish #whitetrout #mullet #yellowtailsnapper #Apalachicolaoysters #freshcrabmeatfromthebayou @ Maria's Fresh Seafood Market  https://t.co/iZo0Ny79Ls,en,[],['https://www.instagram.com/p/BpCpBWQjhsX/?utm_source=ig_twitter_share&igshid=anzzsgfrfc4j'],[],0,0,0,"['redfish', 'whitetrout', 'mullet', 'yellowtailsnapper', 'apalachicolaoysters', 'freshcrabmeatfromthebayou']",[],https://twitter.com/Mike_Valin/status/1052600231924248577,False,,0,,,,,,,,[],,,,
1042745561106051072,1042745561106051072,2018-09-20 14:01:29 Romance Daylight Time,2018-09-20,14:01:29,+0200,422881919,nolaboi0017th,DaReal Nolaboi0017th,,Needless to say...1st catch on me #whitetrout #hoodcriticent #nolaboi0017th  https://t.co/EJpsNd0E1f,en,[],['https://www.instagram.com/p/Bn8niRcgbmHhgsKs67qjEWaBRg7oHuEXFqUfWo0/?utm_source=ig_twitter_share&igshid=1k25q0m4j1qgg'],[],0,0,0,"['whitetrout', 'hoodcriticent', 'nolaboi0017th']",[],https://twitter.com/Nolaboi0017th/status/1042745561106051072,False,,0,,,,,,,,[],,,,
1042743006061899777,1042743006061899777,2018-09-20 13:51:20 Romance Daylight Time,2018-09-20,13:51:20,+0200,422881919,nolaboi0017th,DaReal Nolaboi0017th,"{'type': 'Point', 'coordinates': [29.9011, -89.8969]}","Off Day!  Gone Fishing! #nolaboi0017th #hoodcriticent  #pondarosa #speckletrout #whitetrout #fishon @ Violet, Louisiana  https://t.co/P6xi8OwPIy",en,[],['https://www.instagram.com/p/Bn8mebfg6zsNHiMbmrohDSPKnKhE4mLSw0sOJs0/?utm_source=ig_twitter_share&igshid=ta5tzfetz0p7'],[],0,0,0,"['nolaboi0017th', 'hoodcriticent', 'pondarosa', 'speckletrout', 'whitetrout', 'fishon']",[],https://twitter.com/Nolaboi0017th/status/1042743006061899777,False,,0,,,,,,,,[],,,,
