id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1392028174192627713,1392028174192627713,2021-05-11 10:05:54 Romance Daylight Time,2021-05-11,10:05:54,+0200,29529234,mark_daws,Mark Daws,,"A little Princess in white coconut, let's crack on. Link to my YouTube channel on my profile page. Stay safe everyone.   https://t.co/Y1kRfsxAuE  #NestlePrincessaIntenseWhiteCoconut #NestlePrincessa #NestlePrincessa #WhiteChocolate #Coconut #Wafer #Review  https://t.co/ZaBpWPaV5v",en,[],['https://youtu.be/ehaeQR8-bnE'],['https://pbs.twimg.com/media/E1F6PlYXoAICJh8.jpg'],0,0,0,"['nestleprincessaintensewhitecoconut', 'nestleprincessa', 'nestleprincessa', 'whitechocolate', 'coconut', 'wafer', 'review']",[],https://twitter.com/Mark_Daws/status/1392028174192627713,False,,1,https://pbs.twimg.com/media/E1F6PlYXoAICJh8.jpg,,,,,,,[],,,,
1392016029585342466,1392016029585342466,2021-05-11 09:17:38 Romance Daylight Time,2021-05-11,09:17:38,+0200,1164799933217509377,duniamurah,Dunia Murah,,"Sebentar lagi kita mau merayakan lebaran nih.. Sobat DM sudah punya cemilan apa nih dirumah? Kalo belum, di Dunia Murah Indonesia ada berbagai camilan seru yang pasti buat hari raya kamu menyenangkan.. #nissin #nissinwafer #wafer #dewalt #dewalttools #amplasorbital #tools  https://t.co/8HllqMJhuI",in,[],[],[],0,0,1,"['nissin', 'nissinwafer', 'wafer', 'dewalt', 'dewalttools', 'amplasorbital', 'tools']",[],https://twitter.com/DuniaMurah/status/1392016029585342466,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1392014347895939079/pu/img/Vho2hU3sqsCJu99H.jpg,,,,,,,[],,,,
1391940936230342657,1391940936230342657,2021-05-11 04:19:14 Romance Daylight Time,2021-05-11,04:19:14,+0200,936479634220183552,pvmen_marketing,PV Men,,"On May 10, #CMC Magnics raised its #wafer offer across the board, with #G12 up 0.6 yuan and #M6/G1 up 0.33 yuan, percent share rised 9%, 8% and 8.3%, respectively, compared with its previous offer on April 27 (175/170μm thickness).The latest quotation is as follows:  https://t.co/cSBKbE5oYj",en,[],[],"['https://pbs.twimg.com/media/E1Eq0gBVkAQd8NS.jpg', 'https://pbs.twimg.com/media/E1Eq0gCVEAAqeJ6.jpg']",0,2,1,"['cmc', 'wafer', 'g12', 'm6']",[],https://twitter.com/PVMen_marketing/status/1391940936230342657,False,,1,https://pbs.twimg.com/media/E1Eq0gBVkAQd8NS.jpg,,,,,,,[],,,,
1391793941654167556,1391793941654167556,2021-05-10 18:35:08 Romance Daylight Time,2021-05-10,18:35:08,+0200,880502911,rotre54,▫️𝙿𝙰𝚄𝙻𝙾 𝚁𝙾𝙱𝙴𝚁𝚃𝙾▫️,,i figli dei nonni della sorella di Matteo #Renzi ....  #Italiaviva #Report #Ranucci #Reportrai3 #autogrill #wafer #CessiPubblici #arabiaviva #querelaviva #10maggio  https://t.co/0on3eBxCRM,it,[],[],['https://pbs.twimg.com/media/E1ClNY3XsAEW4tm.jpg'],0,12,22,"['renzi', 'italiaviva', 'report', 'ranucci', 'reportrai3', 'autogrill', 'wafer', 'cessipubblici', 'arabiaviva', 'querelaviva', '10maggio']",[],https://twitter.com/rotre54/status/1391793941654167556,False,,1,https://pbs.twimg.com/media/E1ClNY3XsAEW4tm.jpg,,,,,,,[],,,,
1391783537309749248,1391783537309749248,2021-05-10 17:53:48 Romance Daylight Time,2021-05-10,17:53:48,+0200,153340954,digitimesdotcom,"DIGITIMES, Inc.",,"TSMC, UMC and VIS post on-month revenue drops #8inchwafer #Bits #chips #demand #ICmanufacturing #revenues #semiconductor #smartphone #TSMC  #UMC #VIS #wafer #DIGITIMES  https://t.co/rsummsuMO5  https://t.co/9kBKVd9kbM",en,[],['https://www.digitimes.com/news/a20210510VL200.html'],['https://pbs.twimg.com/media/E1CbwIpUUAE-PTF.jpg'],0,2,1,"['8inchwafer', 'bits', 'chips', 'demand', 'icmanufacturing', 'revenues', 'semiconductor', 'smartphone', 'tsmc', 'umc', 'vis', 'wafer', 'digitimes']",[],https://twitter.com/DigitimesDotCom/status/1391783537309749248,False,,1,https://pbs.twimg.com/media/E1CbwIpUUAE-PTF.jpg,,,,,,,[],,,,
1391777354926678018,1391777354926678018,2021-05-10 17:29:14 Romance Daylight Time,2021-05-10,17:29:14,+0200,1226341668246388737,kulinarnypl,Blog kulinarny Pasibrzuszek.pl,,Banana waffers / Gofry bananowe z wodą gazowaną:   https://t.co/RrCdrAiGta  #banana #bananarecipes #waffles #waffel #waffeln #waffels #waffle #waffer #wafflelove #waffers #vafliai #wafer #вафли #vafli #wafflelover #wafels #wafers #gofry #gofres  https://t.co/Blr6zPcqgy,pl,[],['https://www.pasibrzuszek.pl/gofry-bananowe-z-woda-gazowana/'],['https://pbs.twimg.com/media/E1CWHcEWEAIvReR.jpg'],0,0,0,"['banana', 'bananarecipes', 'waffles', 'waffel', 'waffeln', 'waffels', 'waffle', 'waffer', 'wafflelove', 'waffers', 'vafliai', 'wafer', 'вафли', 'vafli', 'wafflelover', 'wafels', 'wafers', 'gofry', 'gofres']",[],https://twitter.com/KulinarnyPl/status/1391777354926678018,False,,1,https://pbs.twimg.com/media/E1CWHcEWEAIvReR.jpg,,,,,,,[],,,,
1391776140046475266,1391776140046475266,2021-05-10 17:24:24 Romance Daylight Time,2021-05-10,17:24:24,+0200,2456437284,n11pupa,..,,สอบถามได้น๊าาา #ขนมนําเข้า #ขนมมาเลเซีย​ #ขนม #Wafer​ #คุกกี้  https://t.co/MmB5gESHYO,th,[],[],['https://pbs.twimg.com/media/E1CVBc0VgAExB2R.jpg'],1,0,0,"['ขนมนําเข้า', 'ขนมมาเลเซีย', 'ขนม', 'wafer', 'คุกกี้']",[],https://twitter.com/n11pupa/status/1391776140046475266,False,,1,https://pbs.twimg.com/media/E1CVBc0VgAExB2R.jpg,,,,,,,[],,,,
1391701628076445697,1391701623143952387,2021-05-10 12:28:19 Romance Daylight Time,2021-05-10,12:28:19,+0200,1239824697258196992,bjgrish,"Grish hitech Co.,Ltd",,#lapping #Semi #fiber #ceramic #roller #wafer #sapphire #metal #crankshaft #camshaft #optical #automotive #motor,und,[],[],[],0,0,2,"['lapping', 'semi', 'fiber', 'ceramic', 'roller', 'wafer', 'sapphire', 'metal', 'crankshaft', 'camshaft', 'optical', 'automotive', 'motor']",[],https://twitter.com/Bjgrish/status/1391701628076445697,False,,0,,,,,,,,[],,,,
1391682338338209794,1377693517636587520,2021-05-10 11:11:40 Romance Daylight Time,2021-05-10,11:11:40,+0200,134760845,iflynfeast,Manishaa Dubey,,"@OldFashRecipes Simple &amp; delicious, my favorite🙃  #foodie #cookie #vanila #wafer #recipe #blogger #foodlover #food",en,[],[],[],0,0,1,"['foodie', 'cookie', 'vanila', 'wafer', 'recipe', 'blogger', 'foodlover', 'food']",[],https://twitter.com/iflynfeast/status/1391682338338209794,False,,0,,,,,,,,"[{'screen_name': 'OldFashRecipes', 'name': 'Old-Fashion-Recipe', 'id': '226804932'}]",,,,
1391679446290108419,1391679446290108419,2021-05-10 11:00:10 Romance Daylight Time,2021-05-10,11:00:10,+0200,884683091415060480,boschpress,BoschPress📰,,"🗨 Bosch board member Stefan Hartung talks to the Dutch newspaper @FD_Nieuws about the current challenges of the #automotive industry 🚗, EU #climate targets, the opening of the #wafer factory in Dresden &amp; the viability of #combustion engine technology. 👉  https://t.co/iTF9oG2U5M  https://t.co/eMPoFtftZe",en,"[{'screen_name': 'fd_nieuws', 'name': 'fd nieuws', 'id': '15424344'}]",['https://bit.ly/3o1xJcW'],['https://pbs.twimg.com/media/E1A9FKSUcAA0NKD.jpg'],0,0,3,"['automotive', 'climate', 'wafer', 'combustion']",[],https://twitter.com/BoschPress/status/1391679446290108419,False,,1,https://pbs.twimg.com/media/E1A9FKSUcAA0NKD.jpg,,,,,,,[],,,,
